,good_bad
98284,1
241621,1
356585,1
407211,1
97864,1
73748,1
60037,1
230594,1
282652,1
369273,1
23775,1
64473,1
396506,1
235758,1
460840,1
119581,1
252588,1
65538,1
89933,1
259320,1
288233,1
392349,1
101663,1
328437,1
299004,1
118892,1
251875,1
263592,1
359311,1
277950,1
85969,1
405067,1
330425,1
257014,1
217951,1
306776,1
353046,1
99585,1
113270,0
414389,1
263281,1
384070,0
150802,0
56266,1
331678,1
79117,0
168901,1
60009,1
335016,1
355472,1
400328,1
316693,1
95460,1
16755,1
26705,1
200723,1
89390,1
59786,1
57715,0
331821,1
263463,0
143987,1
94256,1
68381,1
40536,1
300250,1
440874,1
167579,1
102774,1
233251,1
69304,1
77331,1
244641,1
245283,1
180407,1
159161,0
56533,1
361555,1
213392,1
9473,1
453495,1
328500,1
441405,1
350725,1
168962,1
371757,1
203181,1
349531,1
370948,1
321437,1
439521,1
201390,0
237542,1
83549,1
158122,1
308718,1
388604,1
288684,1
94532,1
163055,1
452377,1
126448,1
100032,1
58647,1
401178,1
113386,1
262391,1
62158,1
73900,1
57195,1
104233,1
400967,1
108802,1
246710,1
229654,1
287661,1
407697,1
411204,1
20727,1
201582,1
262573,1
278190,1
2122,1
101509,1
228688,1
107774,0
36146,1
149329,1
166350,1
124976,0
218494,1
394993,1
48312,1
24239,1
134609,1
79424,1
155057,0
113284,1
387205,1
234449,1
102779,1
417136,1
263444,0
430937,1
430273,1
20160,0
245483,1
187599,1
150991,1
50742,1
349389,1
210781,1
203434,0
393663,1
33709,1
417369,1
462062,1
189312,1
237444,1
95102,1
290245,1
405389,1
460075,0
281629,1
85238,1
427381,1
90486,1
87454,1
165749,1
249013,0
27433,1
114902,1
224449,1
150148,1
378869,1
23638,1
50559,1
354529,1
397776,1
335153,1
288928,1
136823,1
397770,1
265830,1
135682,1
402080,1
320530,1
22648,1
452975,1
146013,0
102438,1
389061,1
272768,1
231077,1
330402,1
378374,1
295398,1
392856,1
275982,1
381690,1
373787,1
167876,1
48457,0
384052,1
31863,1
424027,1
422063,1
388898,1
223095,1
175190,1
223609,1
83841,1
17641,1
359538,1
177446,0
44468,1
218020,1
312869,1
89991,1
330018,1
148853,1
5614,1
38159,1
420252,1
286270,1
224248,1
28115,1
140762,1
116098,1
276548,1
152178,1
26301,1
71417,1
251639,1
9135,0
434632,1
444414,1
278943,1
246293,1
218150,1
55062,1
234188,1
372104,1
341938,1
89980,0
444405,1
275489,1
18177,1
136787,1
399422,1
62744,1
41917,1
51451,1
116366,1
130408,1
265422,1
92392,0
86456,1
47912,1
387477,1
427621,1
264431,1
149274,1
90471,1
91283,1
454027,1
380266,1
181626,1
7136,1
94324,1
132991,1
219558,1
306730,1
164879,1
413227,1
253684,1
239431,1
153631,1
453839,1
318321,1
300082,1
101754,1
387201,1
112019,1
136029,0
326876,1
114167,1
86481,1
40787,0
390558,1
7728,1
52334,0
402430,1
126231,1
246078,1
412308,1
222759,1
343632,1
236597,1
29296,0
157960,0
387538,1
93018,1
33011,1
316767,1
127689,1
391229,1
322619,1
374733,1
148924,1
439871,1
212293,0
165923,1
269056,1
23381,1
404941,1
386887,0
65709,1
208762,1
193870,1
331942,1
271067,1
386298,0
283245,1
345200,1
80357,1
39254,1
34383,1
435784,1
307916,1
45782,1
17008,1
298838,0
248036,1
292403,1
404612,0
195421,1
179929,1
214974,1
331643,1
283398,1
276362,1
307097,0
458847,1
35632,1
415163,1
112160,1
390041,1
229069,1
186784,1
9246,1
42200,0
98922,0
331121,0
41977,1
89754,1
354223,1
218189,1
95003,1
176332,1
207557,1
95351,1
184061,1
327931,0
219757,1
211620,1
131847,0
32982,1
396068,1
27750,1
301657,1
79976,0
302470,1
465523,1
179136,1
142352,1
10480,1
430232,1
210596,1
122698,1
17593,1
384135,1
405721,0
440131,1
455054,1
39721,0
238029,1
374859,1
106504,1
335418,1
382381,1
385075,1
462165,1
9681,1
165662,1
416664,1
147676,1
309206,1
337049,1
397939,1
371963,1
3393,1
78248,1
407245,1
384743,1
3645,1
79404,1
328865,1
245272,1
216783,1
429480,1
95947,1
221810,1
453526,1
107812,1
372728,1
197245,1
143798,1
257216,1
364209,1
329346,1
2152,1
356236,1
258044,1
12619,0
158930,1
59553,1
45171,1
204219,0
19472,1
437286,1
280581,1
78934,1
357366,1
379017,1
73569,1
61765,1
188730,1
86520,1
200297,1
451695,1
200974,1
157569,1
308214,1
244800,1
438359,1
186681,1
292699,1
252928,1
62381,0
91059,1
287169,1
217347,1
47562,1
4095,1
411120,1
109195,1
6112,1
48810,1
401116,1
160451,1
147130,1
228126,1
446074,1
303613,0
112981,1
280911,1
135559,1
97388,1
299443,0
428790,0
180364,1
157360,1
304406,1
132036,1
153932,1
430531,1
434607,1
94214,1
260917,1
16846,1
56735,1
153811,1
28576,0
436778,1
377668,1
400583,1
446509,1
191461,1
18251,1
463777,1
333319,1
82838,0
386761,1
375767,1
300886,1
28599,1
118038,0
415526,1
120328,1
21308,1
215541,1
457292,1
99202,1
423710,1
399147,1
373614,1
256137,1
150517,1
98098,1
171805,0
140230,1
289011,1
48745,1
417890,1
376099,1
420947,1
137625,1
413408,1
44559,1
73047,1
89330,1
204523,0
137134,1
354498,1
227194,0
255556,1
457191,0
120488,1
301560,1
261629,1
266596,1
403673,1
204995,1
116368,1
30345,1
355852,1
4751,1
42707,0
252733,1
213399,1
146771,1
96616,1
446114,0
50760,1
33050,0
438617,1
298933,1
10184,1
376347,1
85848,1
358520,1
3024,0
339808,1
396207,1
158471,1
456858,1
327532,0
134179,0
384825,1
167612,1
250409,1
423975,0
329871,1
179274,1
447190,1
47510,1
53524,1
433705,1
333653,1
326836,1
31242,1
151510,1
451786,1
101646,1
152205,1
371290,1
99761,1
302485,1
53153,1
59875,1
303668,1
379309,1
453459,0
428168,1
416782,1
90716,1
340334,1
249898,1
296321,1
9923,1
268124,1
440758,1
104630,1
80424,1
442145,1
124683,0
302981,1
202241,1
312108,1
403006,1
387041,1
362688,1
152685,0
158064,1
201427,1
199761,1
202357,1
332620,0
336368,1
25442,1
212239,1
208056,1
328594,1
153563,1
331817,1
261766,1
127735,1
148744,1
360882,1
333429,1
461388,0
433375,1
208123,1
413332,1
190184,1
413470,1
444386,1
177200,0
423202,0
98500,1
273865,1
202939,0
15626,0
49687,1
1337,1
228716,1
379715,1
281043,1
306962,1
119027,1
354115,1
209718,1
368702,1
253253,1
264652,1
414060,1
118894,1
464404,1
20759,1
262507,1
322646,1
279111,1
394600,0
89155,1
65655,1
293418,1
145859,1
303498,1
32591,1
67061,1
170452,1
320498,1
321153,1
14861,1
126992,1
451587,1
72012,1
191206,1
393925,1
441884,0
351937,0
241618,1
18653,1
36923,1
75657,1
9099,1
328366,1
73716,1
434252,1
189476,1
452986,1
92278,1
194526,1
411220,1
383628,1
311340,1
181430,1
416509,1
451683,1
389020,1
9501,1
445319,1
464624,1
36283,1
210784,1
409109,1
320561,1
304075,1
250824,1
91462,1
369935,1
300782,1
252665,1
290457,1
174180,1
221473,1
278180,1
324711,1
287954,1
327095,1
226998,1
216774,1
134485,1
81187,1
357642,1
181116,0
429784,1
84385,1
241510,1
93305,1
324142,1
262768,1
279442,1
208492,0
125620,1
96186,1
299503,1
340506,1
339757,1
101033,1
192051,1
297235,1
20081,0
92089,0
68694,1
188542,1
82400,1
176254,1
301218,0
272310,1
139717,1
40153,1
445994,1
362412,1
133448,1
394912,1
170533,1
134540,0
361189,0
424005,1
17651,1
115105,1
163980,1
327893,1
393619,1
176105,1
376520,1
215313,1
368297,1
350825,1
66487,1
421484,1
404418,1
165449,1
189361,1
128777,1
152949,1
187145,1
168028,1
374700,1
200283,1
359413,1
12930,1
117698,1
423901,1
354586,0
420512,1
391589,1
347506,1
299565,1
247786,1
327615,1
223043,1
124179,0
238390,0
288303,1
428740,0
364896,1
351415,1
418813,1
288595,1
433258,1
24645,0
164017,1
39153,1
157498,1
30679,0
269886,1
149597,0
23978,1
359399,1
171618,1
105377,1
114917,1
415123,1
371614,0
397069,1
224679,1
105644,1
122913,1
282654,1
340115,1
270068,1
102082,1
453354,1
28020,1
367402,1
379031,1
92537,1
353774,1
200318,1
177153,1
252711,0
313706,1
179875,1
447490,1
390824,1
45185,0
131090,1
353952,1
159279,1
388717,0
118049,0
261075,1
5790,1
103645,1
226943,1
136226,1
420777,1
425407,1
291333,1
228304,1
277312,1
401540,0
136576,0
329416,1
7104,1
18407,1
246961,1
191690,1
47023,1
147455,0
456605,1
409455,1
44892,1
174956,1
274901,1
417451,1
331008,1
22914,1
258451,1
462535,0
220361,1
291680,1
425940,1
162140,1
334228,1
240792,1
325254,1
427241,1
71578,1
150419,1
256874,1
137546,1
113358,1
89106,1
348231,1
254931,0
166701,1
344940,1
352918,1
63171,1
124651,1
425561,0
413188,1
381377,1
131497,1
266281,1
307870,1
375653,1
85757,1
40466,1
1077,0
452455,1
338514,1
117716,1
228947,1
329175,1
282534,1
129761,1
288955,1
247961,1
46412,1
201334,0
245157,1
339614,1
34447,1
352775,0
66370,1
138149,1
260311,1
254824,1
111194,1
112569,1
450493,1
123894,1
81961,1
90049,1
406994,1
120167,1
305570,1
18005,0
270025,1
134608,1
335853,1
423961,1
230701,1
381599,1
409992,0
342301,0
163287,1
81871,1
183259,1
58199,1
401979,1
60462,1
96769,1
415206,1
54630,1
117287,0
281558,1
428950,0
314145,1
438903,1
225478,1
412598,1
220922,1
450948,1
399753,1
332245,1
181772,1
339530,1
283620,1
53713,1
28995,1
181340,1
461684,1
190903,0
142380,1
379698,1
310077,1
65444,0
369682,1
421400,1
463619,0
270542,1
339476,1
236924,1
203250,1
117624,1
193385,1
69678,0
430375,1
374902,1
57089,1
339769,1
297024,1
36684,1
146302,1
423087,0
76891,1
158769,1
159832,1
144448,1
359452,1
99846,1
378500,1
316066,1
143736,1
132149,1
227195,1
71091,1
104023,1
226774,1
188636,1
46758,1
174210,1
346032,1
351890,1
462524,1
447954,1
300825,1
192204,1
192009,1
293674,1
413262,1
375365,1
289723,1
27804,1
27810,1
199399,1
209473,1
299133,1
2801,1
350736,0
185164,1
210908,1
113801,1
277979,1
449879,1
443600,1
459772,0
372779,1
206383,1
428456,1
67635,1
42788,1
454816,1
300890,1
320040,1
303723,1
464189,1
162094,1
206824,1
27222,1
237873,1
388406,1
131096,1
199642,0
9334,1
386441,1
44590,1
121669,0
326454,1
235641,1
438910,1
166225,1
125316,1
392562,1
309253,1
358826,1
56426,1
5394,1
148568,1
300075,1
429607,1
92901,1
1929,1
23597,1
108751,1
30313,1
419807,1
436790,1
337316,1
442126,1
134705,1
22556,1
214759,1
11517,1
158936,1
444900,1
165677,1
23628,1
269433,1
121547,1
235079,1
352793,1
167842,1
196335,1
278560,1
72633,1
216738,1
346507,1
157846,1
283371,1
289979,1
78251,1
148970,1
341015,1
125359,1
100174,1
250745,1
194140,1
315440,1
278566,1
358150,1
411810,0
243451,1
303448,1
150166,1
42606,1
100800,1
118386,1
234980,1
73846,1
286525,1
392530,1
328464,1
285608,1
149183,1
342142,1
284299,1
458503,1
305921,1
167770,1
30302,1
122602,1
61413,1
94959,1
319852,1
269871,0
328256,1
81002,1
425505,1
98667,1
203084,1
52605,1
399174,1
97321,1
320402,1
213142,1
8773,1
379741,1
107704,1
400399,1
418383,1
239741,1
186649,0
225808,1
310191,1
371160,1
422417,1
372483,1
353987,1
11027,1
417558,1
271613,1
49791,1
124172,1
424120,1
386453,0
238097,1
240345,1
406350,1
380974,1
283013,1
379233,1
212205,1
51189,1
278944,1
284060,1
172264,1
202705,1
366379,1
353871,0
74735,1
106966,1
133340,1
178839,1
60410,1
167821,1
244229,1
297814,1
302374,1
293439,1
18755,1
409376,1
368469,1
273702,1
62293,1
242899,1
97727,1
265849,1
329805,1
340985,1
312980,1
17672,1
318545,1
32248,1
248659,0
175174,0
68092,1
308893,1
172124,1
47560,1
244013,1
218455,0
124885,1
383512,1
97381,1
117621,0
143159,1
177087,1
463729,1
226729,1
252432,1
267723,1
8149,1
14344,1
189881,1
461725,1
331246,1
408881,1
118932,1
59738,1
53804,1
431994,0
398155,1
71831,1
21091,1
120770,1
333645,1
73540,1
360225,0
206979,1
319665,1
122520,1
75016,1
38121,1
329201,1
54467,1
151831,1
203938,1
379625,1
336471,0
51252,1
348162,1
316035,1
99098,1
373575,1
104367,1
240812,0
201454,0
48334,1
28635,1
18081,1
67059,0
245913,1
163311,0
431860,1
345619,1
445121,1
190518,1
23726,0
391832,1
396845,1
414375,1
139042,1
107667,1
357844,1
24636,1
390484,1
270593,1
302711,1
181713,1
261900,1
338151,1
422691,1
407075,1
205196,1
416311,1
387165,1
429777,1
436465,1
56147,1
459405,1
313937,1
244426,1
111074,0
230091,1
175561,1
451594,1
152482,1
429284,1
194921,1
458798,1
356499,1
318247,0
77125,1
58020,1
449596,1
183228,1
168586,1
335348,1
16195,0
96144,1
421115,1
22951,1
153834,1
99561,1
394669,1
262683,1
203615,1
164295,1
154937,1
240463,1
192603,1
4231,1
135768,1
418510,1
228067,0
97716,0
164951,1
345229,1
11225,0
245035,1
14307,0
236100,1
424075,1
319212,1
329519,1
220145,1
4632,1
363488,1
185697,0
353424,1
21567,1
411058,1
144416,1
225524,1
282366,1
191300,1
448824,1
330068,1
212397,1
131924,0
170052,1
317575,1
120712,1
167648,0
16145,1
361783,1
129825,0
44905,1
384924,1
67572,1
422634,1
410894,1
429894,1
310026,1
69768,0
208537,1
172858,1
187140,1
259441,1
293672,1
9777,1
114101,1
432000,1
288281,1
69038,1
430209,1
280298,1
141388,1
265845,1
299944,1
253114,1
344445,1
325794,1
139591,1
282503,1
225723,0
181024,0
264947,1
325997,1
181560,0
38420,0
421257,1
228176,1
164865,1
42312,0
213356,1
62418,1
86128,1
436794,1
423591,1
272029,1
201656,1
48265,1
86266,1
93711,1
323034,1
265391,1
1168,0
63963,1
265871,1
207007,1
399039,1
52475,1
286625,1
154360,1
184430,1
338348,1
162706,1
147069,0
198773,1
1673,1
70096,1
331123,1
276708,1
237641,1
260832,1
335151,1
22542,1
99172,1
295329,1
296850,1
407207,1
355786,1
216683,1
228297,1
436975,1
447636,1
330278,1
424827,0
98005,0
327519,1
421926,1
109947,1
406369,1
277172,1
255981,1
168479,1
465654,1
249785,1
93927,0
63672,1
360927,1
99655,1
212484,1
37200,1
247569,1
219301,1
72070,1
3235,1
30866,1
228921,1
28674,1
441061,1
147167,0
296547,1
166017,0
408544,1
134645,0
3842,1
332871,1
119083,1
153957,1
91513,0
441315,1
100282,1
242065,1
267892,1
68873,1
336217,1
411149,1
303254,0
169941,0
49343,1
379783,1
330413,1
177261,1
47458,1
317349,1
31427,1
50413,1
84484,1
12039,1
385817,1
430523,1
249363,1
59199,1
1043,1
386058,1
121235,1
147112,1
207153,1
387497,1
174232,1
431324,1
150490,1
333791,1
214058,1
60915,1
304452,1
85131,1
43493,1
225154,1
307813,1
234829,1
447006,0
375591,0
268418,1
130712,1
401338,1
69327,1
176780,1
152023,1
27832,1
453053,1
136871,1
29507,1
95566,0
21609,0
186815,1
106178,1
169678,1
253177,1
50501,1
271053,1
230152,1
143125,1
350815,1
423322,1
19204,1
315445,1
40813,1
266423,1
92121,1
264093,1
192370,1
62299,1
237607,1
239631,1
191756,0
273861,1
119961,1
313465,1
162970,1
316519,1
134102,1
292135,1
141206,1
453594,1
305588,1
66080,1
223513,1
10622,0
60951,1
354703,1
107769,1
168224,1
359680,1
314092,0
386238,1
34908,1
9639,1
336468,1
101672,1
242017,1
398378,1
382740,1
200493,1
57697,0
461241,1
247366,1
108220,1
360576,1
178222,0
102189,1
314554,1
25249,1
198194,1
4224,1
15047,1
144943,1
310042,1
440723,1
451147,0
26665,1
45444,1
40289,1
348489,1
319626,1
879,1
402817,1
401207,1
339675,1
217782,1
63316,1
430498,1
405750,1
288630,1
150345,0
34987,0
211567,1
51068,1
292928,1
292289,1
385889,1
386484,1
31686,1
219692,1
250977,1
151617,0
336198,1
280538,1
394821,1
62141,1
354987,1
99408,1
343335,1
72440,1
235751,1
146558,1
172825,1
434036,1
343425,1
253640,1
15717,1
106934,1
18635,1
175002,1
316624,1
449452,1
171365,1
72348,1
134712,1
212286,1
212806,1
184980,1
113303,1
359853,1
296105,1
446492,1
189402,1
75711,1
135335,1
107274,1
77161,1
98749,1
36044,0
288439,1
336287,1
2970,1
315990,1
17806,1
212634,1
49681,1
450910,1
181222,0
375592,1
307020,1
112193,1
248855,1
270541,1
26395,1
244087,1
256432,1
406664,1
239409,1
345680,1
35850,0
126666,1
425533,0
406627,1
345359,1
240187,1
283866,1
83297,1
63952,1
152109,1
237874,1
237853,1
77016,1
415972,1
377069,1
106629,1
333560,1
304496,1
275594,1
73863,1
209064,1
168845,1
410902,1
99739,0
147474,1
16653,1
161873,1
123707,1
345125,1
16559,1
273459,1
12535,1
417385,1
454017,1
423107,1
420711,0
423419,1
32594,1
197504,1
403577,1
384256,0
351949,0
367043,1
38395,0
205807,0
417713,1
185166,1
439710,1
26149,0
40098,1
270899,1
389291,1
16798,0
386700,1
73896,1
151220,1
195417,1
110121,1
51695,1
430492,1
347944,1
364405,1
152701,1
315860,1
410909,1
15629,0
307008,1
125284,1
6435,1
310460,1
177184,1
219636,1
270788,1
365550,1
166889,1
308463,1
109107,1
441014,1
403383,1
265247,1
59433,1
97514,1
108452,1
242991,1
285499,0
336793,1
38751,1
109300,1
5371,0
437493,1
345505,1
102628,1
402013,1
117353,1
461926,0
241184,1
416357,1
366295,1
63062,1
453835,1
110688,1
314532,1
324432,1
73248,1
199377,1
355770,1
412360,1
31196,0
430633,1
315489,1
392970,1
78767,1
83048,1
386802,1
226254,1
136455,1
57994,1
330397,1
297193,1
325995,1
259101,1
332353,1
185247,1
270578,1
297966,1
346503,1
429311,1
53518,1
64099,1
21251,1
459564,1
230762,1
315528,1
274099,1
187527,1
258334,1
379428,1
294266,1
170377,1
326827,0
81610,1
385353,1
406057,1
196862,1
276165,1
181129,1
227619,1
349188,1
362957,1
375451,1
117356,1
303894,1
260672,1
215322,1
440335,1
121011,1
12492,1
441783,1
270802,1
19661,1
101937,1
230006,1
236374,1
223806,1
125674,1
250350,1
134112,1
446103,1
198587,1
215853,1
4659,1
134503,1
354768,1
198078,1
15191,1
7135,1
126873,1
178141,1
108890,1
346697,1
446576,1
305275,1
419812,0
94250,1
448719,1
343752,1
285357,1
290694,1
411801,1
228179,1
218365,1
201278,1
244311,1
56384,1
402493,0
183365,1
312506,1
291439,1
212228,1
19487,1
451035,1
284741,1
71832,1
130111,1
201783,0
354068,1
382900,1
219850,1
164783,1
92743,1
318258,1
164233,1
256700,1
382965,1
463953,1
275030,1
456895,1
86889,1
36198,1
459656,1
411685,0
283954,1
443092,1
444686,1
55857,1
3538,1
264539,0
377469,0
171847,1
92219,1
149582,1
76605,1
198521,1
173556,1
307692,1
18648,1
166581,1
51455,1
178979,1
139514,1
73996,1
163709,1
457522,1
324764,1
246259,1
287649,1
337658,1
80778,1
410274,1
5557,1
412265,1
420286,1
90190,0
216827,1
314289,1
270572,1
115346,0
440658,0
224337,1
275841,1
230065,1
259756,1
231292,1
309929,1
339659,1
62303,1
407882,0
316018,1
132696,0
193754,0
225512,1
383177,1
294946,1
361151,1
112323,1
101083,0
332093,1
395277,1
203120,1
450274,0
375236,1
10774,1
53683,1
32758,0
278410,1
461617,1
250928,1
69189,1
372415,0
14023,1
26327,1
402172,1
391353,1
200751,1
293389,1
200563,1
400954,1
1922,0
156973,1
9208,0
288653,1
12314,1
84387,0
245409,1
257764,1
465793,1
341231,1
256026,0
189074,1
311141,1
254315,1
99566,1
322474,1
388687,1
374943,1
1356,1
118629,1
129514,1
220792,0
241793,1
408448,1
348849,1
52417,1
203091,1
431162,1
431470,1
176413,0
394114,1
67298,0
205509,1
57443,1
459312,1
362907,1
167240,1
383858,1
37700,1
416228,1
268407,0
358262,1
5389,1
17091,1
461570,1
352371,1
134310,0
340250,1
286826,1
153201,1
315789,1
124815,1
397031,1
79625,1
455904,1
249235,1
289864,1
223322,1
463021,1
1714,1
189286,1
143895,1
208699,1
87148,1
112274,1
241455,1
2508,0
378042,1
188357,0
312845,1
436118,0
200480,1
205403,1
366172,1
115522,1
353096,1
128378,1
41669,1
264282,1
159457,1
153158,1
92705,1
32459,1
40338,1
168651,1
419689,1
162702,1
249961,1
429349,1
136055,1
370946,1
370669,1
406678,1
172225,1
76450,1
178326,0
104962,1
319494,1
109850,0
98570,1
8932,1
384439,1
436378,1
411987,1
278832,1
436521,1
184757,0
145014,1
257650,1
171888,1
366759,1
359327,1
361020,1
71148,1
61221,1
21197,1
270859,1
443037,1
266202,1
116020,1
305789,1
17914,1
282173,1
120696,1
184759,1
241678,1
9464,1
145122,1
32497,1
162117,1
70534,1
54561,1
278886,1
321773,1
323018,1
23410,1
64620,1
265800,1
157361,1
337230,1
206138,1
446699,0
76355,1
337818,1
271491,1
339417,1
353829,1
102956,1
273851,1
161088,1
243698,1
446059,0
328314,1
360169,1
119555,1
162934,1
382206,1
162090,1
224041,1
205072,1
60432,1
191512,1
444606,1
459032,1
19688,0
367655,0
205470,0
249614,1
267473,1
128665,0
96096,1
26051,0
459594,1
316845,1
276953,0
456242,1
185389,1
50395,0
120231,1
34671,1
1627,0
10952,0
29874,1
2842,1
55092,1
278868,1
227488,1
405222,1
343083,1
354715,1
248330,1
63139,1
297265,1
81802,0
57752,1
79157,1
156936,1
251702,1
52944,1
444786,1
405466,1
433522,1
120176,1
373054,1
182480,1
388056,1
408188,1
104368,1
379617,1
440751,1
136079,1
326067,0
60726,1
221,1
99196,1
385483,1
242774,1
395170,1
457646,1
397757,1
381090,1
286145,1
399565,0
185838,1
266950,1
182633,0
321416,0
147943,1
331249,1
298701,1
12080,1
36938,1
432717,1
173820,1
241562,1
461733,1
356732,1
320186,1
436147,1
133324,1
382546,1
358052,1
66047,1
419995,1
194254,1
388933,1
446638,0
236047,0
3442,1
12395,1
304344,0
299732,1
237759,1
212587,1
73975,1
91595,1
332893,1
46392,1
192461,1
156612,1
34278,1
37247,1
139502,1
133938,1
99384,1
320240,1
304827,1
131248,1
359268,1
441635,1
52088,1
385225,1
358130,1
58087,1
276261,1
419110,1
210663,1
424053,1
365080,1
379954,0
225141,1
101102,1
64187,1
13182,1
340684,1
351557,1
222034,1
449143,1
80892,1
434188,1
247761,1
295565,1
295607,1
250342,1
140711,1
444183,1
275546,1
189132,1
457777,1
447784,1
25904,1
193421,1
311135,1
269998,1
258650,1
411926,1
307615,1
244277,1
221963,1
75491,1
225023,1
85016,1
170836,0
372111,1
92097,1
193022,1
220779,1
448065,1
44341,1
449908,1
396488,1
320159,1
412865,1
279406,1
153985,0
437052,1
52261,1
46645,1
359209,1
22323,1
158219,0
182641,1
102898,1
321470,1
456458,1
357954,1
298431,1
320445,1
430607,1
342015,1
8120,1
228105,1
405473,1
277640,1
99243,1
449728,1
245845,1
339673,1
175533,1
259400,0
108677,1
174281,1
365615,0
407876,1
141493,1
39584,0
103085,1
230171,1
375295,1
328348,1
298801,1
349419,1
62326,1
335527,1
318753,1
29488,1
130483,1
337822,1
173941,1
350730,1
278268,1
219047,1
382748,1
98387,1
89910,1
240289,1
63259,1
252769,1
122216,0
437000,1
